,result
38949,198
38950,71
38951,16
38952,50
38953,214
38954,126
38955,88
38956,451
38957,32
38958,46
38959,208
38960,84
38961,40
38962,4
38963,95
38964,296
38965,91
38966,259
38967,156
38968,125
38969,66
38970,51
38971,112
38972,211
38973,152
38974,118
38975,83
38976,193
38977,132
38978,52
38979,5
38980,84
38981,214
38982,220
38983,159
38984,130
38985,232
38986,149
38987,117
38988,100
38989,62
38990,44
38991,124
38992,112
38993,271
38994,100
38995,367
38996,106
38997,31
38998,81
38999,84
39000,78
39001,116
39002,14
39003,95
39004,153
39005,93
39006,108
39007,44
39008,39
39009,78
39010,117
39011,95
39012,197
39013,108
39014,65
39015,62
39016,203
39017,66
39018,61
39019,215
39020,106
39021,63
39022,161
39023,200
39024,221
39025,176
39026,18
39027,166
39028,98
39029,167
39030,50
39031,237
39032,59
39033,22
39034,16
39035,45
39036,60
39037,15
39038,75
39039,63
39040,40
39041,64
39042,237
39043,116
39044,6
39045,90
39046,114
39047,63
39048,84
39049,117
39050,447
39051,16
39052,199
39053,176
39054,66
39055,58
39056,66
39057,21
39058,32
39059,48
39060,98
39061,8
39062,109
39063,52
39064,7
39065,77
39066,200
39067,304
39068,129
39069,94
39070,21
39071,12
39072,38
39073,83
39074,234
39075,221
39076,46
39077,36
39078,290
39079,13
39080,49
39081,119
39082,162
39083,107
39084,124
39085,314
39086,63
39087,147
39088,59
39089,68
39090,113
39091,149
39092,100
39093,107
39094,105
39095,209
39096,174
39097,77
39098,337
39099,100
39100,83
39101,204
39102,146
39103,80
39104,32
39105,180
39106,33
39107,74
39108,84
39109,107
39110,63
39111,10
39112,102
39113,244
39114,142
39115,40
39116,201
39117,76
39118,57
39119,135
39120,69
39121,63
39122,78
39123,85
39124,24
39125,63
39126,240
39127,69
39128,40
39129,91
39130,283
39131,71
39132,128
39133,22
39134,155
39135,58
39136,181
39137,107
39138,231
39139,353
39140,63
39141,74
39142,39
39143,40
39144,126
39145,112
39146,92
39147,63
39148,300
39149,106
39150,35
39151,372
39152,87
39153,186
39154,42
39155,76
39156,99
39157,98
39158,34
39159,70
39160,15
39161,172
39162,316
39163,34
39164,57
39165,125
39166,344
39167,69
39168,79
39169,341
39170,19
39171,15
39172,85
39173,141
39174,62
39175,234
39176,50
39177,87
39178,26
39179,115
39180,78
39181,64
39182,71
39183,79
39184,53
39185,171
39186,62
39187,30
39188,119
39189,25
39190,58
39191,14
39192,49
39193,71
39194,66
39195,165
39196,7
39197,67
39198,128
39199,66
39200,63
39201,65
39202,11
39203,244
39204,317
39205,28
39206,93
39207,34
39208,118
39209,41
39210,78
39211,180
39212,50
39213,18
39214,213
39215,158
39216,190
39217,72
39218,86
39219,231
39220,102
39221,65
39222,66
39223,46
39224,49
39225,98
39226,185
39227,213
39228,136
39229,130
39230,45
39231,161
39232,60
39233,106
39234,195
39235,366
39236,88
39237,201
39238,34
39239,44
39240,87
39241,65
39242,197
39243,67
39244,141
39245,58
39246,59
39247,215
39248,52
39249,100
39250,108
39251,163
39252,104
39253,83
39254,9
39255,33
39256,125
39257,50
39258,202
39259,35
39260,14
39261,44
39262,66
39263,21
39264,11
39265,15
39266,36
39267,28
39268,20
39269,200
39270,191
39271,113
39272,438
39273,166
39274,129
39275,116
39276,133
39277,19
39278,40
39279,25
39280,323
39281,106
39282,79
39283,256
39284,319
39285,24
39286,63
39287,183
39288,11
39289,84
39290,15
39291,70
39292,75
39293,231
39294,200
39295,224
39296,149
39297,240
39298,97
39299,24
39300,61
39301,222
39302,263
39303,67
39304,62
39305,96
39306,109
39307,27
39308,195
39309,1
39310,5
39311,200
39312,152
39313,75
39314,341
39315,63
39316,99
39317,163
39318,84
39319,190
39320,53
39321,228
39322,175
39323,79
39324,55
39325,112
39326,18
39327,82
39328,12
39329,65
39330,69
39331,219
39332,50
39333,83
39334,106
39335,26
39336,76
39337,54
39338,241
39339,102
39340,55
39341,48
39342,29
39343,104
39344,205
39345,107
39346,64
39347,98
39348,54
39349,224
39350,86
39351,39
39352,208
39353,25
39354,159
39355,18
39356,84
39357,51
39358,23
39359,58
39360,239
39361,7
39362,76
39363,43
39364,256
39365,221
39366,22
39367,49
39368,15
39369,88
39370,140
39371,47
39372,59
39373,211
39374,13
39375,73
39376,169
39377,68
39378,175
39379,95
39380,97
39381,154
39382,86
39383,3
39384,151
39385,63
39386,36
39387,59
39388,178
39389,178
39390,42
39391,253
39392,68
39393,36
39394,109
39395,54
39396,61
39397,218
39398,66
39399,21
39400,230
39401,1
39402,240
39403,104
39404,121
39405,10
39406,143
39407,185
39408,27
39409,60
39410,95
39411,271
39412,194
39413,69
39414,103
39415,153
39416,26
39417,80
39418,134
39419,142
39420,94
39421,244
39422,99
39423,190
39424,110
39425,208
39426,173
39427,63
39428,47
39429,117
39430,106
39431,208
39432,244
39433,93
39434,77
39435,164
39436,31
39437,176
39438,66
39439,16
39440,247
39441,65
39442,333
39443,267
39444,74
39445,32
39446,42
39447,53
39448,54
39449,97
39450,47
39451,12
39452,99
39453,67
39454,50
39455,6
39456,105
39457,37
39458,7
39459,124
39460,59
39461,66
39462,69
39463,283
39464,7
39465,80
39466,87
39467,60
39468,214
39469,44
39470,48
39471,283
39472,30
39473,246
39474,2
39475,53
39476,1
39477,117
39478,124
39479,176
39480,146
39481,114
39482,28
39483,145
39484,199
39485,80
39486,177
39487,89
39488,48
39489,132
39490,131
39491,53
39492,126
39493,33
39494,3
39495,29
39496,44
39497,21
39498,85
39499,148
39500,129
39501,74
39502,43
39503,63
39504,248
39505,134
39506,66
39507,25
39508,213
39509,165
39510,132
39511,62
39512,224
39513,193
39514,108
39515,31
39516,201
39517,58
39518,123
39519,54
39520,69
39521,26
39522,80
39523,154
39524,147
39525,38
39526,18
39527,27
39528,66
39529,160
39530,334
39531,63
39532,61
39533,251
39534,32
39535,107
39536,60
39537,42
39538,50
39539,125
39540,70
39541,178
39542,36
39543,151
39544,83
39545,189
39546,119
39547,41
39548,143
39549,63
39550,140
39551,53
39552,127
39553,224
39554,171
39555,113
39556,20
39557,45
39558,45
39559,21
39560,31
39561,2
39562,58
39563,55
39564,214
39565,63
39566,183
39567,65
39568,132
39569,113
39570,44
39571,46
39572,103
39573,56
39574,119
39575,81
39576,16
39577,38
39578,158
39579,12
39580,244
39581,53
39582,44
39583,63
39584,185
39585,66
39586,7
39587,107
39588,17
39589,310
39590,166
39591,138
39592,66
39593,112
39594,36
39595,77
39596,275
39597,226
39598,185
39599,188
39600,43
39601,97
39602,9
39603,181
39604,108
39605,45
39606,29
39607,25
39608,81
39609,69
39610,288
39611,204
39612,129
39613,231
39614,205
39615,63
39616,344
39617,32
39618,32
39619,120
39620,134
39621,116
39622,24
39623,135
39624,104
39625,327
39626,12
39627,177
39628,158
39629,225
39630,47
39631,87
39632,51
39633,156
39634,178
39635,216
39636,19
39637,73
39638,9
39639,233
39640,110
39641,19
39642,259
39643,61
39644,123
39645,103
39646,96
39647,98
39648,54
39649,125
39650,34
39651,8
39652,51
39653,190
39654,135
39655,77
39656,144
39657,125
39658,93
39659,20
39660,90
39661,2
39662,46
39663,171
39664,86
39665,117
39666,32
39667,45
39668,228
39669,416
39670,64
39671,150
39672,260
39673,126
39674,94
39675,208
39676,74
39677,59
39678,16
39679,219
39680,161
39681,174
39682,14
39683,145
39684,99
39685,155
39686,59
39687,37
39688,268
39689,93
39690,9
39691,53
39692,38
39693,4
39694,300
39695,101
39696,13
39697,73
39698,103
39699,238
39700,57
39701,47
39702,89
39703,101
39704,14
39705,47
39706,159
39707,234
39708,215
39709,43
39710,116
39711,231
39712,152
39713,147
39714,170
39715,91
39716,34
39717,53
39718,55
39719,231
39720,16
39721,54
39722,119
39723,238
39724,161
39725,152
39726,124
39727,154
39728,10
39729,183
39730,288
39731,158
39732,28
39733,47
39734,159
39735,123
39736,226
39737,99
39738,41
39739,70
39740,20
39741,75
39742,58
39743,128
39744,134
39745,66
39746,68
39747,122
39748,202
39749,67
39750,150
39751,52
39752,175
39753,7
39754,62
39755,70
39756,227
39757,71
39758,85
39759,75
39760,56
39761,104
39762,54
39763,43
39764,208
39765,161
39766,47
39767,243
39768,84
39769,212
39770,19
39771,246
39772,75
39773,38
39774,59
39775,108
39776,53
39777,55
39778,140
39779,13
39780,207
39781,70
39782,94
39783,95
39784,30
39785,9
39786,152
39787,220
39788,56
39789,48
39790,107
39791,293
39792,100
39793,77
39794,241
39795,25
39796,13
39797,104
39798,28
39799,92
39800,369
39801,129
39802,245
39803,37
39804,194
39805,111
39806,117
39807,85
39808,82
39809,15
39810,60
39811,47
39812,66
39813,143
39814,116
39815,22
39816,14
39817,6
39818,168
39819,159
39820,164
39821,166
39822,40
39823,25
39824,160
39825,72
39826,12
39827,241
39828,127
39829,90
39830,40
39831,115
39832,7
39833,61
39834,284
39835,5
39836,91
39837,58
39838,47
39839,129
39840,12
39841,178
39842,147
39843,24
39844,85
39845,131
39846,106
39847,24
39848,23
39849,162
39850,92
39851,131
39852,31
39853,119
39854,215
39855,24
39856,266
39857,95
39858,249
39859,113
39860,146
39861,308
39862,115
39863,56
39864,13
39865,181
39866,52
39867,77
39868,94
39869,168
39870,198
39871,39
39872,4
39873,43
39874,257
39875,7
39876,26
39877,43
39878,71
39879,12
39880,124
39881,60
39882,89
39883,166
39884,31
39885,91
39886,261
39887,9
39888,56
39889,243
39890,27
39891,44
39892,102
39893,114
39894,211
39895,259
39896,174
39897,75
39898,124
39899,300
39900,35
39901,141
39902,39
39903,6
39904,74
39905,51
39906,245
39907,165
39908,45
39909,28
39910,72
39911,149
39912,280
39913,202
39914,58
39915,155
39916,110
39917,58
39918,81
39919,57
39920,182
39921,94
39922,204
39923,41
39924,46
39925,60
39926,186
39927,270
39928,327
39929,3
39930,255
39931,94
39932,54
39933,208
39934,145
39935,88
39936,42
39937,113
39938,245
39939,160
39940,14
39941,51
39942,20
39943,164
39944,100
39945,184
39946,107
39947,140
39948,62
39949,151
39950,42
39951,105
39952,193
39953,187
39954,117
39955,47
39956,92
39957,61
39958,89
39959,67
39960,73
39961,54
39962,69
39963,90
39964,86
39965,70
39966,99
39967,48
39968,142
39969,287
39970,179
39971,136
39972,144
39973,220
39974,129
39975,27
39976,83
39977,158
39978,60
39979,255
39980,172
39981,72
39982,136
39983,110
39984,62
39985,61
39986,178
39987,38
39988,86
39989,127
39990,385
39991,196
39992,10
39993,404
39994,87
39995,38
39996,204
39997,162
39998,241
39999,53
40000,97
40001,50
40002,211
40003,81
40004,97
40005,116
40006,170
40007,14
40008,205
40009,13
40010,166
40011,139
40012,81
40013,63
40014,99
40015,17
40016,141
40017,225
40018,124
40019,88
40020,18
40021,25
40022,3
40023,24
40024,73
40025,119
40026,74
40027,55
40028,54
40029,145
40030,107
40031,16
40032,86
40033,162
40034,15
40035,113
40036,222
40037,149
40038,242
40039,362
40040,100
40041,266
40042,17
40043,32
40044,46
40045,127
40046,12
40047,224
40048,51
40049,47
40050,68
40051,157
40052,327
40053,177
40054,74
40055,15
40056,67
40057,101
40058,41
40059,112
40060,60
40061,132
40062,41
40063,100
40064,66
40065,58
40066,268
40067,39
40068,69
40069,77
40070,32
40071,170
40072,160
40073,66
40074,48
40075,17
40076,30
40077,78
40078,243
40079,31
40080,224
40081,415
40082,283
40083,305
40084,59
40085,81
40086,63
40087,153
40088,91
40089,76
40090,111
40091,240
40092,120
40093,196
40094,263
40095,50
40096,231
40097,278
40098,13
40099,192
40100,192
40101,41
40102,64
40103,192
40104,192
40105,54
40106,22
40107,206
40108,174
40109,71
40110,26
40111,113
40112,94
40113,58
40114,103
40115,73
40116,57
40117,60
40118,47
40119,42
40120,179
40121,154
40122,20
40123,151
40124,5
40125,34
40126,19
40127,71
40128,397
40129,268
40130,116
40131,42
40132,221
40133,53
40134,253
40135,103
40136,52
40137,103
40138,60
40139,97
40140,82
40141,81
40142,69
40143,116
40144,183
40145,94
40146,123
40147,56
40148,136
40149,70
40150,261
40151,52
40152,228
40153,72
40154,17
40155,125
40156,237
40157,99
40158,28
40159,90
40160,141
40161,93
40162,313
40163,38
40164,416
40165,69
40166,82
40167,2
40168,50
40169,60
40170,389
40171,44
40172,55
40173,5
40174,100
40175,58
40176,56
40177,71
40178,128
40179,21
40180,42
40181,209
40182,13
40183,211
40184,104
40185,252
40186,109
40187,75
40188,73
40189,63
40190,289
40191,51
40192,41
40193,141
40194,99
40195,136
40196,149
40197,166
40198,71
40199,35
40200,102
40201,28
40202,167
40203,25
40204,199
40205,208
40206,78
40207,127
40208,58
40209,93
40210,264
40211,160
40212,246
40213,39
40214,47
40215,79
40216,115
40217,45
40218,65
40219,107
40220,89
40221,47
40222,76
40223,29
40224,61
40225,100
40226,91
40227,100
40228,22
40229,17
40230,42
40231,288
40232,89
40233,100
40234,320
40235,73
40236,93
40237,37
40238,191
40239,88
40240,114
40241,83
40242,67
40243,96
40244,157
40245,56
40246,156
40247,420
40248,10
40249,212
40250,149
40251,23
40252,64
40253,67
40254,101
40255,96
40256,89
40257,55
40258,18
40259,196
40260,110
40261,305
40262,41
40263,18
40264,152
40265,126
40266,92
40267,23
40268,147
40269,24
40270,145
40271,146
40272,43
40273,166
40274,37
40275,65
40276,112
40277,80
40278,114
40279,97
40280,38
40281,22
40282,89
40283,117
40284,92
40285,40
40286,22
40287,143
40288,97
40289,219
40290,178
40291,296
40292,52
40293,37
40294,47
40295,124
40296,138
40297,58
40298,128
40299,30
40300,26
40301,110
40302,254
40303,101
40304,51
40305,15
40306,39
40307,68
40308,146
40309,246
40310,16
40311,19
40312,148
40313,152
40314,164
40315,93
40316,9
40317,326
40318,66
40319,42
40320,51
40321,8
40322,16
40323,40
40324,228
40325,57
40326,41
40327,63
40328,130
40329,227
40330,23
40331,83
40332,168
40333,153
40334,90
40335,221
40336,41
40337,28
40338,175
40339,28
40340,68
40341,104
40342,29
40343,92
40344,40
40345,223
40346,41
40347,98
40348,87
40349,77
40350,9
40351,4
40352,226
40353,189
40354,5
40355,14
40356,43
40357,44
40358,48
40359,171
40360,202
40361,152
40362,78
40363,78
40364,165
40365,84
40366,99
40367,4
40368,221
40369,28
40370,229
40371,156
40372,314
40373,56
40374,81
40375,258
40376,96
40377,117
40378,161
40379,168
40380,84
40381,199
40382,88
40383,101
40384,48
40385,242
40386,41
40387,295
40388,15
40389,111
40390,36
40391,49
40392,95
40393,13
40394,134
40395,131
40396,18
40397,187
40398,121
40399,110
40400,86
40401,71
40402,151
40403,93
40404,171
40405,8
40406,61
40407,252
40408,24
40409,64
40410,122
40411,51
40412,228
40413,204
40414,284
40415,157
40416,46
40417,197
40418,34
40419,75
40420,192
40421,6
40422,129
40423,31
40424,41
40425,432
40426,55
40427,155
40428,62
40429,40
40430,101
40431,257
40432,48
40433,7
40434,59
40435,105
40436,2
40437,50
40438,247
40439,20
40440,394
40441,79
40442,130
40443,119
40444,50
40445,60
40446,41
40447,50
40448,180
40449,86
40450,201
40451,112
40452,213
40453,354
40454,209
40455,12
40456,138
40457,175
40458,150
40459,295
40460,2
40461,13
40462,124
40463,40
40464,40
40465,42
40466,137
40467,63
40468,111
40469,248
40470,55
40471,57
40472,49
40473,52
40474,184
40475,25
40476,156
40477,150
40478,47
40479,151
40480,44
40481,183
40482,215
40483,7
40484,195
40485,105
40486,30
40487,211
40488,23
40489,15
40490,56
40491,234
40492,78
40493,29
40494,84
40495,99
40496,216
40497,76
40498,100
40499,155
40500,30
40501,70
40502,61
40503,14
40504,162
40505,222
40506,41
40507,170
40508,156
40509,49
40510,39
40511,93
40512,63
40513,70
40514,261
40515,99
40516,21
40517,49
40518,53
40519,12
40520,149
40521,158
40522,99
40523,31
40524,45
40525,72
40526,20
40527,63
40528,82
40529,196
40530,172
40531,199
40532,105
40533,74
40534,55
40535,196
40536,57
40537,40
40538,81
40539,64
40540,34
40541,40
40542,158
40543,196
40544,138
40545,78
40546,195
40547,90
40548,31
40549,214
40550,17
40551,17
40552,135
40553,165
40554,61
40555,172
40556,68
40557,148
40558,23
40559,123
40560,194
40561,64
40562,33
40563,2
40564,234
40565,37
40566,58
40567,119
40568,33
40569,113
40570,33
40571,82
40572,273
40573,142
40574,243
40575,257
40576,5
40577,292
40578,44
40579,42
40580,31
40581,53
40582,317
40583,53
40584,147
40585,247
40586,329
40587,215
40588,25
40589,111
40590,28
40591,53
40592,36
40593,49
40594,85
40595,39
40596,130
40597,75
40598,17
40599,20
40600,195
40601,262
40602,130
40603,283
40604,168
40605,211
40606,73
40607,208
40608,89
40609,161
40610,148
40611,55
40612,168
40613,147
40614,37
40615,52
40616,69
40617,161
40618,204
40619,31
40620,83
40621,100
40622,92
40623,43
40624,140
40625,76
40626,106
40627,122
40628,81
40629,138
40630,176
40631,104
40632,46
40633,221
40634,208
40635,120
40636,91
40637,111
40638,43
40639,37
40640,184
40641,162
40642,19
40643,75
40644,73
40645,56
40646,90
40647,124
40648,89
40649,60
40650,57
40651,386
40652,358
40653,29
40654,97
40655,44
40656,7
40657,19
40658,18
40659,80
40660,112
40661,67
40662,232
40663,197
40664,17
40665,95
40666,30
40667,56
40668,238
40669,95
40670,73
40671,61
40672,146
40673,76
40674,192
40675,26
40676,33
40677,107
40678,27
40679,43
40680,158
40681,206
40682,14
40683,72
40684,139
40685,56
40686,338
40687,35
40688,226
40689,30
40690,116
40691,36
40692,181
40693,30
40694,63
40695,91
40696,155
40697,54
40698,37
40699,107
40700,42
40701,49
40702,184
40703,46
40704,44
40705,96
40706,97
40707,218
40708,93
40709,174
40710,73
40711,232
40712,64
40713,261
40714,65
40715,108
40716,20
40717,111
40718,126
40719,204
40720,196
40721,322
40722,205
40723,121
40724,63
40725,33
40726,93
40727,81
40728,59
40729,51
40730,38
40731,52
40732,6
40733,42
40734,56
40735,43
40736,55
40737,33
40738,184
40739,58
40740,23
40741,38
40742,191
40743,38
40744,262
40745,159
40746,79
40747,60
40748,242
40749,9
40750,73
40751,37
40752,175
40753,146
40754,76
40755,179
40756,36
40757,10
40758,340
40759,49
40760,102
40761,39
40762,261
40763,65
40764,63
40765,32
40766,35
40767,30
40768,97
40769,63
40770,69
40771,52
40772,98
40773,57
40774,126
40775,129
40776,66
40777,192
40778,177
40779,148
40780,40
40781,199
40782,313
40783,164
40784,142
40785,69
40786,63
40787,215
40788,120
40789,157
40790,78
40791,462
40792,26
40793,52
40794,95
40795,151
40796,73
40797,33
40798,180
40799,26
40800,35
40801,108
40802,122
40803,42
40804,124
40805,59
40806,54
40807,208
40808,129
40809,272
40810,126
40811,128
40812,128
40813,244
40814,75
40815,67
40816,8
40817,29
40818,57
40819,95
40820,150
40821,255
40822,70
40823,37
40824,55
40825,257
40826,344
40827,15
40828,17
40829,40
40830,69
40831,32
40832,52
40833,56
40834,180
40835,116
40836,121
40837,122
40838,88
40839,56
40840,95
40841,5
40842,110
40843,55
40844,144
40845,76
40846,65
40847,35
40848,53
40849,39
40850,65
40851,47
40852,178
40853,142
40854,34
40855,193
40856,30
40857,99
40858,99
40859,264
40860,74
40861,110
40862,10
40863,130
40864,87
40865,80
40866,137
40867,50
40868,27
40869,105
40870,198
40871,5
40872,22
40873,44
40874,77
40875,49
40876,290
40877,26
40878,81
40879,5
40880,221
40881,101
40882,51
40883,74
40884,123
40885,45
40886,103
40887,299
40888,94
40889,114
40890,39
40891,76
40892,165
40893,33
40894,13
40895,229
40896,192
40897,57
40898,200
40899,34
40900,59
40901,24
40902,178
40903,26
40904,264
40905,34
40906,231
40907,70
40908,76
40909,195
40910,27
40911,68
40912,132
40913,166
40914,15
40915,84
40916,209
40917,93
40918,5
40919,114
40920,62
40921,157
40922,127
40923,115
40924,5
40925,46
40926,188
40927,146
40928,51
40929,129
40930,29
40931,186
40932,8
40933,63
40934,137
40935,291
40936,31
40937,60
40938,14
40939,103
40940,21
40941,196
40942,245
40943,71
40944,211
40945,29
40946,13
40947,127
40948,83
40949,76
40950,26
40951,97
40952,165
40953,137
40954,42
40955,14
40956,60
40957,126
40958,70
40959,12
40960,113
40961,106
40962,164
40963,100
40964,36
40965,6
40966,108
40967,93
40968,190
40969,378
40970,39
40971,87
40972,223
40973,89
40974,215
40975,20
40976,189
40977,92
40978,137
40979,116
40980,178
40981,267
40982,78
40983,159
40984,117
40985,109
40986,59
40987,57
40988,4
40989,26
40990,84
40991,12
40992,28
40993,8
40994,118
40995,140
40996,119
40997,22
40998,192
40999,99
41000,56
41001,52
41002,29
41003,291
41004,108
41005,73
41006,72
41007,260
41008,58
41009,13
41010,267
41011,21
41012,98
41013,84
41014,216
41015,62
41016,56
41017,268
41018,67
41019,44
41020,2
41021,217
41022,72
41023,89
41024,166
41025,20
41026,41
41027,139
41028,195
41029,14
41030,90
41031,237
41032,127
41033,146
41034,105
41035,29
41036,8
41037,98
41038,40
41039,16
41040,89
41041,124
41042,160
41043,35
41044,116
41045,266
41046,106
41047,82
41048,207
41049,13
41050,14
41051,35
41052,115
41053,230
41054,51
41055,203
41056,181
41057,137
41058,84
41059,55
41060,269
41061,156
41062,335
41063,20
41064,10
41065,172
41066,127
41067,24
41068,103
41069,334
41070,116
41071,128
41072,115
41073,181
41074,93
41075,153
41076,358
41077,184
41078,102
41079,198
41080,76
41081,246
41082,20
41083,174
41084,72
41085,124
41086,175
41087,183
41088,39
41089,52
41090,294
41091,106
41092,17
41093,41
41094,63
41095,160
41096,150
41097,64
41098,214
41099,269
41100,138
41101,8
41102,10
41103,21
41104,126
41105,19
41106,135
41107,167
41108,57
41109,132
41110,12
41111,16
41112,43
41113,28
41114,195
41115,17
41116,163
41117,50
41118,88
41119,302
41120,34
41121,362
41122,146
41123,47
41124,122
41125,259
41126,197
41127,100
41128,67
41129,211
41130,35
41131,72
41132,277
41133,103
41134,182
41135,66
41136,67
41137,111
41138,191
41139,37
41140,32
41141,195
41142,55
41143,67
41144,229
41145,51
41146,75
41147,62
41148,16
41149,27
41150,114
41151,91
41152,80
41153,178
41154,139
41155,76
41156,97
41157,9
41158,100
41159,195
41160,70
41161,227
41162,38
41163,158
41164,184
41165,178
41166,303
41167,288
41168,117
41169,35
41170,81
41171,44
41172,16
41173,136
41174,26
41175,259
41176,36
41177,127
41178,74
41179,102
41180,37
41181,165
41182,290
41183,86
41184,9
41185,92
41186,111
41187,76
41188,42
41189,335
41190,128
41191,92
41192,55
41193,41
41194,77
41195,120
41196,146
41197,2
41198,40
41199,107
41200,155
41201,352
41202,60
41203,158
41204,42
41205,208
41206,267
41207,67
41208,49
41209,181
41210,120
41211,544
41212,275
41213,113
41214,34
41215,113
41216,330
41217,257
41218,95
41219,44
41220,74
41221,336
41222,54
41223,39
41224,27
41225,315
41226,63
41227,66
41228,122
41229,74
41230,148
41231,236
41232,202
41233,66
41234,109
41235,48
41236,53
41237,207
41238,93
41239,172
41240,108
41241,343
41242,101
41243,61
41244,264
41245,81
41246,94
41247,107
41248,61
41249,121
41250,296
41251,88
41252,289
41253,93
41254,295
41255,123
41256,118
41257,74
41258,33
41259,70
41260,196
41261,17
41262,150
41263,138
41264,245
41265,18
41266,108
41267,65
41268,83
41269,78
41270,121
41271,176
41272,403
41273,44
41274,12
41275,35
41276,177
41277,338
41278,118
41279,95
41280,181
41281,95
41282,61
41283,149
41284,244
41285,297
41286,7
41287,180
41288,161
41289,1
41290,72
41291,58
41292,44
41293,51
41294,5
41295,42
41296,262
41297,105
41298,36
41299,537
41300,55
41301,149
41302,147
41303,66
41304,202
41305,112
41306,245
41307,1
41308,151
41309,11
41310,195
41311,27
41312,132
41313,167
41314,50
41315,302
41316,66
41317,113
41318,132
41319,53
41320,133
41321,56
41322,162
41323,127
41324,4
41325,74
41326,53
41327,353
41328,177
41329,29
41330,45
41331,141
41332,107
41333,38
41334,25
41335,93
41336,254
41337,271
41338,70
41339,108
41340,109
41341,102
41342,43
41343,130
41344,155
41345,168
41346,39
41347,47
41348,23
41349,146
41350,99
41351,5
41352,140
41353,97
41354,106
41355,54
41356,131
41357,237
41358,169
41359,243
41360,45
41361,3
41362,44
41363,39
41364,40
41365,19
41366,15
41367,13
41368,137
41369,75
41370,26
41371,70
41372,55
41373,168
41374,109
41375,110
41376,144
41377,66
41378,30
41379,90
41380,84
41381,27
41382,42
41383,138
41384,91
41385,185
41386,218
41387,51
41388,99
41389,60
41390,171
41391,88
41392,164
41393,39
41394,77
41395,88
41396,216
41397,147
41398,167
41399,70
41400,146
41401,41
41402,70
41403,68
41404,157
41405,5
41406,351
41407,70
41408,70
41409,26
41410,46
41411,181
41412,237
41413,89
41414,51
41415,29
41416,19
41417,67
41418,179
41419,101
41420,273
41421,66
41422,93
41423,110
41424,179
41425,166
41426,130
41427,53
41428,204
41429,280
41430,218
41431,178
41432,106
41433,78
41434,68
41435,195
41436,202
41437,2
41438,69
41439,55
41440,5
41441,24
41442,439
41443,100
41444,65
41445,65
41446,58
41447,156
41448,14
41449,64
41450,18
41451,155
41452,41
41453,68
41454,19
41455,80
41456,64
41457,99
41458,273
41459,182
41460,125
41461,39
41462,122
41463,75
41464,22
41465,25
41466,103
41467,58
41468,60
41469,44
41470,69
41471,72
41472,197
41473,259
41474,56
41475,74
41476,85
41477,232
41478,43
41479,36
41480,269
41481,151
41482,60
41483,238
41484,36
41485,178
41486,5
41487,35
41488,361
41489,58
41490,207
41491,424
41492,91
41493,54
41494,207
41495,249
41496,36
41497,70
41498,134
41499,268
41500,231
41501,375
41502,152
41503,27
41504,47
41505,70
41506,61
41507,162
41508,54
41509,149
41510,116
41511,148
41512,54
41513,51
41514,75
41515,24
41516,36
41517,24
41518,5
41519,42
41520,271
41521,64
41522,72
41523,274
41524,79
41525,361
41526,10
41527,339
41528,74
41529,173
41530,78
41531,47
41532,70
41533,21
41534,83
41535,120
41536,22
41537,115
41538,117
41539,138
41540,31
41541,29
41542,26
41543,1
41544,107
41545,22
41546,68
41547,153
41548,35
41549,14
41550,128
41551,57
41552,72
41553,200
41554,182
41555,332
41556,33
41557,78
41558,208
41559,147
41560,131
41561,238
41562,79
41563,55
41564,43
41565,49
41566,63
41567,81
41568,130
41569,225
41570,56
41571,247
41572,154
41573,179
41574,63
41575,94
41576,42
41577,103
41578,180
41579,105
41580,177
41581,66
41582,66
41583,30
41584,60
41585,276
41586,81
41587,140
41588,76
41589,16
41590,36
41591,70
41592,55
41593,128
41594,6
41595,21
41596,7
41597,157
41598,53
41599,108
41600,137
41601,189
41602,92
41603,92
41604,55
41605,46
41606,11
41607,182
41608,143
41609,30
41610,53
41611,166
41612,66
41613,214
41614,77
41615,16
41616,305
41617,4
41618,59
41619,126
41620,231
41621,98
41622,90
41623,89
41624,185
41625,58
41626,23
41627,26
41628,46
41629,22
41630,98
41631,240
41632,105
41633,3
41634,10
41635,203
41636,185
41637,63
41638,93
41639,30
41640,61
41641,20
41642,128
41643,21
41644,145
41645,37
41646,180
41647,39
41648,69
41649,67
41650,215
41651,62
41652,38
41653,111
41654,40
41655,87
41656,226
41657,206
41658,264
41659,76
41660,150
41661,45
41662,35
41663,334
41664,18
41665,82
41666,75
41667,125
41668,215
41669,46
41670,7
41671,52
41672,275
41673,42
41674,95
41675,43
41676,103
41677,65
41678,167
41679,84
41680,227
41681,298
41682,291
41683,30
41684,247
41685,189
41686,252
41687,93
41688,64
41689,70
41690,176
41691,44
41692,274
41693,99
41694,74
41695,204
41696,79
41697,66
41698,142
41699,302
41700,102
41701,172
41702,61
41703,17
41704,96
41705,12
41706,252
41707,288
41708,35
41709,9
41710,291
41711,122
41712,230
41713,86
41714,33
41715,101
41716,21
41717,337
41718,169
41719,332
41720,311
41721,98
41722,58
41723,91
41724,68
41725,44
41726,184
41727,51
41728,193
41729,69
41730,149
41731,156
41732,13
41733,95
41734,252
41735,260
41736,59
41737,81
41738,45
41739,98
41740,52
41741,142
41742,126
41743,117
41744,119
41745,188
41746,89
41747,32
